url_path,views_total,views_unique
/saltydk/SARotate,23,10
/saltydk/SARotate/releases,4,2
/saltydk/SARotate/commit/a96deece89efebc0095a0c006c4ca889fbb445b9,2,2
/saltydk/SARotate/commit/361c437cd584e462e997bfcf705ba1a3f1dab094,1,1
/saltydk/SARotate/commit/40dc5641f7644c96e4e6505732d977735ad838a2,1,1
/saltydk/SARotate/commit/ac6dbf6afc8b2551509c2b63b570db7809df713c,1,1
/saltydk/SARotate/commit/f0820814f002e99b99594b6fc9120cc9dc20f011,1,1
/saltydk/SARotate/compare/v2.0.7...v2.0.8,1,1
/saltydk/SARotate/issues,1,1
/saltydk/SARotate/issues/11,1,1
