time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-05 00:00:00+00:00,7,7,93,21
2024-08-06 00:00:00+00:00,9,9,62,18
2024-08-07 00:00:00+00:00,17,17,110,11
2024-08-08 00:00:00+00:00,4,4,22,11
2024-08-09 00:00:00+00:00,5,5,122,15
2024-08-10 00:00:00+00:00,43,42,33,7
2024-08-11 00:00:00+00:00,21,20,58,11
2024-08-12 00:00:00+00:00,366,12,216,14
2024-08-13 00:00:00+00:00,5,4,230,24
2024-08-14 00:00:00+00:00,181,40,103,15
2024-08-15 00:00:00+00:00,83,14,75,11
2024-08-16 00:00:00+00:00,106,32,158,10
2024-08-17 00:00:00+00:00,9,7,58,11
2024-08-18 00:00:00+00:00,15,14,44,7
