time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,373,36,46,23
2025-12-02 00:00:00+00:00,439,199,52,18
2025-12-03 00:00:00+00:00,6880,280,97,17
2025-12-04 00:00:00+00:00,943,715,84,22
2025-12-05 00:00:00+00:00,299,24,30,18
2025-12-06 00:00:00+00:00,2554,1295,40,19
2025-12-07 00:00:00+00:00,564,379,63,24
2025-12-08 00:00:00+00:00,85,22,17,12
2025-12-09 00:00:00+00:00,885,552,74,15
2025-12-10 00:00:00+00:00,1164,204,70,17
2025-12-11 00:00:00+00:00,4567,3126,33,21
2025-12-12 00:00:00+00:00,1410,946,63,19
2025-12-13 00:00:00+00:00,9,8,26,12
2025-12-14 00:00:00+00:00,26,10,27,11
