url_path,views_total,views_unique
/saltyorg/Saltbox,151,100
/saltyorg/Saltbox/tree/master/roles,84,15
/saltyorg/Saltbox/blob/6ba6dc0a22e78d89966444050eec8306e1d052fb/roles/nvidia/defaults/main.yml,23,6
/saltyorg/Saltbox/commits/master,22,8
/saltyorg/Saltbox/tree/master/scripts,21,5
/saltyorg/Saltbox/blob/master/roles/authelia/templates/configuration.yml.j2,14,6
/saltyorg/Saltbox/tree/master/roles/prometheus,12,1
/saltyorg/Saltbox/pulls,11,5
/saltyorg/Saltbox/blob/master/saltbox.yml,11,4
/saltyorg/Saltbox/tree/master/resources,10,3
