time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,9,8,41,9
2025-07-21 00:00:00+00:00,14,14,21,13
2025-07-22 00:00:00+00:00,1909,1517,139,18
2025-07-23 00:00:00+00:00,287,202,21,16
2025-07-24 00:00:00+00:00,156,15,12,9
2025-07-25 00:00:00+00:00,316,22,9,8
2025-07-26 00:00:00+00:00,87,12,22,16
2025-07-27 00:00:00+00:00,301,17,54,8
2025-07-28 00:00:00+00:00,1205,697,60,12
2025-07-29 00:00:00+00:00,583,456,20,11
2025-07-30 00:00:00+00:00,390,23,81,20
2025-07-31 00:00:00+00:00,25,18,71,20
2025-08-01 00:00:00+00:00,23,18,44,13
2025-08-02 00:00:00+00:00,596,518,164,9
