time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-03 00:00:00+00:00,87,22,72,20
2022-12-04 00:00:00+00:00,1476,1293,44,17
2022-12-05 00:00:00+00:00,2650,2273,103,18
2022-12-06 00:00:00+00:00,1367,1076,54,18
2022-12-07 00:00:00+00:00,1547,1265,57,21
2022-12-08 00:00:00+00:00,2412,2043,154,21
2022-12-09 00:00:00+00:00,134,12,45,16
2022-12-10 00:00:00+00:00,17,16,96,19
2022-12-11 00:00:00+00:00,608,443,49,17
2022-12-12 00:00:00+00:00,268,21,88,30
2022-12-13 00:00:00+00:00,1331,607,144,24
2022-12-14 00:00:00+00:00,1225,896,158,18
2022-12-15 00:00:00+00:00,79,17,99,25
2022-12-16 00:00:00+00:00,993,461,70,21
