url_path,views_total,views_unique
/saltyorg/Saltbox,247,160
/saltyorg/Saltbox/tree/master/roles,55,24
/saltyorg/Saltbox/pulls,29,8
/saltyorg/Saltbox/issues,21,15
/saltyorg/Saltbox/issues/310,16,5
/saltyorg/Saltbox/blob/master/roles/sabnzbd/tasks/subtasks/post-install/settings.yml,11,2
/saltyorg/Saltbox/tree/master,10,5
/saltyorg/Saltbox/blob/master/roles/sabnzbd/tasks/subtasks/post-install/main.yml,10,2
/saltyorg/Saltbox/blob/master/saltbox.yml,8,4
/saltyorg/Saltbox/blob/master/roles/sabnzbd/tasks/main.yml,8,2
