url_path,views_total,views_unique
/saltyorg/Saltbox,149,100
/saltyorg/Saltbox/tree/master/roles,63,22
/saltyorg/Saltbox/blob/cf7a86086ae1ecc96f93be09b76aef34f0770834/roles/unionfs/defaults/main.yml,32,3
/saltyorg/Saltbox/issues,28,12
/saltyorg/Saltbox/pulls,16,5
/saltyorg/Saltbox/pull/341,13,3
/saltyorg/Saltbox/blob/master/roles/unionfs/tasks/main.yml,13,2
/saltyorg/Saltbox/tree/master,12,6
/saltyorg/Saltbox/blob/master/roles/remote/tasks/remote.yml,12,2
/saltyorg/Saltbox/blob/master/roles/unionfs/tasks/subtasks/variables.yml,12,2
