time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-15 00:00:00+00:00,79,17,99,25
2022-12-16 00:00:00+00:00,1155,595,92,25
2022-12-17 00:00:00+00:00,1368,812,163,19
2022-12-18 00:00:00+00:00,1233,441,119,20
2022-12-19 00:00:00+00:00,3233,1019,294,22
2022-12-20 00:00:00+00:00,1809,416,167,20
2022-12-21 00:00:00+00:00,795,301,131,17
2022-12-22 00:00:00+00:00,347,271,56,14
2022-12-23 00:00:00+00:00,244,158,140,18
2022-12-24 00:00:00+00:00,78,14,76,17
2022-12-25 00:00:00+00:00,593,172,68,13
2022-12-26 00:00:00+00:00,886,303,109,21
2022-12-27 00:00:00+00:00,1575,487,130,26
2022-12-28 00:00:00+00:00,1749,533,120,22
