time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-23 00:00:00+00:00,269,242,33,11
2025-12-24 00:00:00+00:00,1736,1368,78,13
2025-12-25 00:00:00+00:00,8,6,24,14
2025-12-26 00:00:00+00:00,471,27,47,30
2025-12-27 00:00:00+00:00,3560,1725,161,22
2025-12-28 00:00:00+00:00,7,5,62,18
2025-12-29 00:00:00+00:00,754,559,57,17
2025-12-30 00:00:00+00:00,1605,716,36,16
2025-12-31 00:00:00+00:00,245,22,50,16
2026-01-01 00:00:00+00:00,194,12,23,18
2026-01-02 00:00:00+00:00,636,26,72,24
2026-01-03 00:00:00+00:00,408,27,172,29
2026-01-04 00:00:00+00:00,147,9,105,18
2026-01-05 00:00:00+00:00,36,21,136,19
