time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,18,13,56,24
2025-04-26 00:00:00+00:00,17,16,94,17
2025-04-27 00:00:00+00:00,15,14,83,12
2025-04-28 00:00:00+00:00,17,14,38,14
2025-04-29 00:00:00+00:00,15,13,76,19
2025-04-30 00:00:00+00:00,23,17,61,10
2025-05-01 00:00:00+00:00,22,15,42,12
2025-05-02 00:00:00+00:00,1153,968,12,8
2025-05-03 00:00:00+00:00,8,8,40,14
2025-05-04 00:00:00+00:00,471,368,47,21
2025-05-05 00:00:00+00:00,653,532,36,20
2025-05-06 00:00:00+00:00,205,193,143,22
2025-05-07 00:00:00+00:00,15,12,167,16
2025-05-08 00:00:00+00:00,19,15,168,14
