time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-01 00:00:00+00:00,350,326,171,20
2024-03-02 00:00:00+00:00,166,18,189,19
2024-03-03 00:00:00+00:00,236,15,178,20
2024-03-04 00:00:00+00:00,325,27,74,17
2024-03-05 00:00:00+00:00,242,18,84,15
2024-03-06 00:00:00+00:00,186,179,183,12
2024-03-07 00:00:00+00:00,9,9,126,16
2024-03-08 00:00:00+00:00,698,24,80,13
2024-03-09 00:00:00+00:00,466,22,990,513
2024-03-10 00:00:00+00:00,1562,896,719,377
2024-03-11 00:00:00+00:00,752,501,121,61
2024-03-12 00:00:00+00:00,3472,2437,368,43
2024-03-13 00:00:00+00:00,165,18,137,30
2024-03-14 00:00:00+00:00,576,324,50,20
