time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,2298,23,24,11
2026-03-03 00:00:00+00:00,3108,866,20,13
2026-03-04 00:00:00+00:00,1869,18,54,12
2026-03-05 00:00:00+00:00,2113,16,24,15
2026-03-06 00:00:00+00:00,2049,17,49,15
2026-03-07 00:00:00+00:00,2507,16,26,15
2026-03-08 00:00:00+00:00,2752,17,47,14
2026-03-09 00:00:00+00:00,2916,31,55,18
2026-03-10 00:00:00+00:00,3097,28,88,13
2026-03-11 00:00:00+00:00,2978,30,114,20
2026-03-12 00:00:00+00:00,2267,158,118,17
2026-03-13 00:00:00+00:00,2746,83,174,11
2026-03-14 00:00:00+00:00,2616,14,200,16
2026-03-15 00:00:00+00:00,2796,18,113,13
