time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-30 00:00:00+00:00,15,14,89,17
2023-03-31 00:00:00+00:00,95,25,106,26
2023-04-01 00:00:00+00:00,167,32,238,29
2023-04-02 00:00:00+00:00,15,14,111,20
2023-04-03 00:00:00+00:00,16,15,90,24
2023-04-04 00:00:00+00:00,225,20,86,27
2023-04-05 00:00:00+00:00,167,25,78,25
2023-04-06 00:00:00+00:00,19,17,67,16
2023-04-07 00:00:00+00:00,91,17,93,9
2023-04-08 00:00:00+00:00,82,14,68,23
2023-04-09 00:00:00+00:00,988,602,194,19
2023-04-10 00:00:00+00:00,27,26,95,26
2023-04-11 00:00:00+00:00,504,463,26,13
2023-04-12 00:00:00+00:00,475,312,45,20
