time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-12 00:00:00+00:00,353,241,60,15
2023-02-13 00:00:00+00:00,341,304,157,21
2023-02-14 00:00:00+00:00,18,17,71,29
2023-02-15 00:00:00+00:00,14,12,63,20
2023-02-16 00:00:00+00:00,679,523,45,23
2023-02-17 00:00:00+00:00,250,164,57,26
2023-02-18 00:00:00+00:00,26,18,88,25
2023-02-19 00:00:00+00:00,20,15,45,18
2023-02-20 00:00:00+00:00,538,32,146,25
2023-02-21 00:00:00+00:00,99,33,74,31
2023-02-22 00:00:00+00:00,346,303,142,23
2023-02-23 00:00:00+00:00,833,575,69,23
2023-02-24 00:00:00+00:00,185,159,74,19
2023-02-25 00:00:00+00:00,21,18,67,18
