time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-01 00:00:00+00:00,142,14,74,26
2023-01-02 00:00:00+00:00,729,391,139,21
2023-01-03 00:00:00+00:00,1699,601,119,20
2023-01-04 00:00:00+00:00,1487,563,196,12
2023-01-05 00:00:00+00:00,342,21,151,27
2023-01-06 00:00:00+00:00,2112,595,267,20
2023-01-07 00:00:00+00:00,205,17,50,19
2023-01-08 00:00:00+00:00,460,209,243,24
2023-01-09 00:00:00+00:00,245,169,91,18
2023-01-10 00:00:00+00:00,332,17,91,22
2023-01-11 00:00:00+00:00,339,19,187,19
2023-01-12 00:00:00+00:00,336,17,194,19
2023-01-13 00:00:00+00:00,814,365,98,17
2023-01-14 00:00:00+00:00,138,13,163,16
