time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-07 00:00:00+00:00,3020,1958,159,13
2022-11-08 00:00:00+00:00,807,674,99,16
2022-11-09 00:00:00+00:00,225,164,56,18
2022-11-10 00:00:00+00:00,1586,1210,30,11
2022-11-11 00:00:00+00:00,451,426,33,12
2022-11-12 00:00:00+00:00,1701,1074,92,16
2022-11-13 00:00:00+00:00,898,719,69,10
2022-11-14 00:00:00+00:00,1781,1325,222,25
2022-11-15 00:00:00+00:00,2010,835,284,24
2022-11-16 00:00:00+00:00,967,737,69,18
2022-11-17 00:00:00+00:00,227,160,112,23
2022-11-18 00:00:00+00:00,373,308,62,16
2022-11-19 00:00:00+00:00,1909,1226,95,19
2022-11-20 00:00:00+00:00,1370,1106,134,12
