time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-17 00:00:00+00:00,181,153,103,19
2023-01-18 00:00:00+00:00,830,13,198,20
2023-01-19 00:00:00+00:00,129,17,137,15
2023-01-20 00:00:00+00:00,855,29,180,21
2023-01-21 00:00:00+00:00,272,17,178,23
2023-01-22 00:00:00+00:00,84,16,138,22
2023-01-23 00:00:00+00:00,1025,297,147,38
2023-01-24 00:00:00+00:00,495,367,60,20
2023-01-25 00:00:00+00:00,208,13,87,27
2023-01-26 00:00:00+00:00,19,15,65,25
2023-01-27 00:00:00+00:00,21,17,150,31
2023-01-28 00:00:00+00:00,406,21,97,22
2023-01-29 00:00:00+00:00,337,206,96,28
2023-01-30 00:00:00+00:00,430,290,82,29
