url_path,views_total,views_unique
/saltyorg/Saltbox,396,209
/saltyorg/Saltbox/tree/master/roles,128,29
/saltyorg/Saltbox/issues,76,20
/saltyorg/Saltbox/tree/master/inventories,43,15
/saltyorg/Saltbox/tree/master/scripts,43,14
/saltyorg/Saltbox/tree/master/defaults,43,13
/saltyorg/Saltbox/tree/traefik3,29,6
/saltyorg/Saltbox/blob/master/roles/remote/templates/rclone_vfs.service.j2,26,4
/saltyorg/Saltbox/tree/master/roles/unionfs,20,3
/saltyorg/Saltbox/tree/master/roles/unionfs/tasks/subtasks,20,2
