time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-08 00:00:00+00:00,1550,470,112,14
2025-09-09 00:00:00+00:00,3168,1982,123,20
2025-09-10 00:00:00+00:00,1150,1017,73,24
2025-09-11 00:00:00+00:00,9,8,104,18
2025-09-12 00:00:00+00:00,10,10,34,14
2025-09-13 00:00:00+00:00,1024,916,177,6
2025-09-14 00:00:00+00:00,988,650,132,16
2025-09-15 00:00:00+00:00,157,15,230,18
2025-09-16 00:00:00+00:00,2662,2115,87,17
2025-09-17 00:00:00+00:00,171,18,182,13
2025-09-18 00:00:00+00:00,83,12,56,19
2025-09-19 00:00:00+00:00,253,31,102,20
2025-09-20 00:00:00+00:00,389,371,80,17
2025-09-21 00:00:00+00:00,1523,1258,492,13
