url_path,views_total,views_unique
/saltyorg/Saltbox,199,122
/saltyorg/Saltbox/tree/master/roles,44,20
/saltyorg/Saltbox/issues,27,15
/saltyorg/Saltbox/commits/master,14,5
/saltyorg/Saltbox/tree/master,10,3
/saltyorg/Saltbox/blob/master/roles/authelia/templates/configuration.yml.j2,7,7
/saltyorg/Saltbox/commit/b986fae3248b17e177907f0ba37975ffa9023976,5,4
/saltyorg/Saltbox/tree/master/roles/plex,5,4
/saltyorg/Saltbox/blob/master/defaults/providers.yml.default,5,3
/saltyorg/Saltbox/blob/master/README.md,5,3
