time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,1153,968,12,8
2025-05-03 00:00:00+00:00,8,8,40,14
2025-05-04 00:00:00+00:00,471,368,47,21
2025-05-05 00:00:00+00:00,653,532,36,20
2025-05-06 00:00:00+00:00,205,193,143,22
2025-05-07 00:00:00+00:00,15,12,167,16
2025-05-08 00:00:00+00:00,23,16,168,14
2025-05-09 00:00:00+00:00,98,18,90,22
2025-05-10 00:00:00+00:00,11,11,12,11
2025-05-11 00:00:00+00:00,20,16,61,24
2025-05-12 00:00:00+00:00,14,11,92,16
2025-05-13 00:00:00+00:00,20,16,55,15
2025-05-14 00:00:00+00:00,19,15,57,11
2025-05-15 00:00:00+00:00,196,198,78,15
