url_path,views_total,views_unique
/saltyorg/Saltbox,169,115
/saltyorg/Saltbox/tree/master/roles,52,15
/saltyorg/Saltbox/issues,18,11
/saltyorg/Saltbox/tree/master/resources,12,2
/saltyorg/Saltbox/tree/master,11,6
/saltyorg/Saltbox/tree/master/inventories,11,3
/saltyorg/Saltbox/blob/master/saltbox.yml,10,6
/saltyorg/Saltbox/blob/master/resources/tasks/docker/create_docker_container.yml,10,2
/saltyorg/Saltbox/tree/master/library,9,4
/saltyorg/Saltbox/blob/master/roles/authelia/templates/configuration.yml.j2,8,7
