time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,14,12,65,19
2025-07-14 00:00:00+00:00,675,648,55,20
2025-07-15 00:00:00+00:00,303,281,87,15
2025-07-16 00:00:00+00:00,233,13,70,13
2025-07-17 00:00:00+00:00,18,12,35,13
2025-07-18 00:00:00+00:00,14,11,6,4
2025-07-19 00:00:00+00:00,11,11,10,8
2025-07-20 00:00:00+00:00,9,8,41,9
2025-07-21 00:00:00+00:00,14,14,21,13
2025-07-22 00:00:00+00:00,1909,1517,139,18
2025-07-23 00:00:00+00:00,287,202,21,16
2025-07-24 00:00:00+00:00,156,15,12,9
2025-07-25 00:00:00+00:00,316,22,9,8
2025-07-26 00:00:00+00:00,87,12,21,15
