time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,488,27,18,11
2026-05-31 00:00:00+00:00,390,41,17,9
2026-06-01 00:00:00+00:00,468,200,8,8
2026-06-02 00:00:00+00:00,693,210,26,14
2026-06-03 00:00:00+00:00,580,41,21,7
2026-06-04 00:00:00+00:00,710,23,12,8
2026-06-05 00:00:00+00:00,731,20,38,13
2026-06-06 00:00:00+00:00,664,15,22,15
2026-06-07 00:00:00+00:00,712,18,31,14
2026-06-08 00:00:00+00:00,908,204,14,10
2026-06-09 00:00:00+00:00,580,27,62,14
2026-06-10 00:00:00+00:00,643,14,39,13
2026-06-11 00:00:00+00:00,970,212,24,10
2026-06-12 00:00:00+00:00,684,20,28,13
