time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-26 00:00:00+00:00,75,12,136,31
2022-10-27 00:00:00+00:00,775,201,82,26
2022-10-28 00:00:00+00:00,198,14,100,16
2022-10-29 00:00:00+00:00,16,13,113,19
2022-10-30 00:00:00+00:00,487,357,48,17
2022-10-31 00:00:00+00:00,1002,497,177,27
2022-11-01 00:00:00+00:00,209,14,114,22
2022-11-02 00:00:00+00:00,285,270,60,23
2022-11-03 00:00:00+00:00,79,16,179,24
2022-11-04 00:00:00+00:00,824,760,51,17
2022-11-05 00:00:00+00:00,1072,724,61,10
2022-11-06 00:00:00+00:00,1986,1203,37,11
2022-11-07 00:00:00+00:00,3020,1958,159,13
2022-11-08 00:00:00+00:00,657,552,95,15
