time_iso8601,stars_cumulative
2019-08-12 00:00:00+00:00,655
2019-08-14 00:00:00+00:00,658
2019-08-15 00:00:00+00:00,660
2019-08-16 00:00:00+00:00,666
2019-08-17 00:00:00+00:00,667
2019-08-18 00:00:00+00:00,668
2019-08-19 00:00:00+00:00,670
2019-08-22 00:00:00+00:00,673
2019-08-23 00:00:00+00:00,674
2019-08-25 00:00:00+00:00,679
2019-08-28 00:00:00+00:00,680
2019-08-29 00:00:00+00:00,681
2019-08-30 00:00:00+00:00,682
2019-08-31 00:00:00+00:00,683
2019-09-01 00:00:00+00:00,684
2019-09-02 00:00:00+00:00,686
2019-09-03 00:00:00+00:00,687
2019-09-04 00:00:00+00:00,690
2019-09-05 00:00:00+00:00,692
2019-09-06 00:00:00+00:00,693
2019-09-09 00:00:00+00:00,694
2019-09-11 00:00:00+00:00,695
2019-09-12 00:00:00+00:00,698
2019-09-16 00:00:00+00:00,700
2019-09-17 00:00:00+00:00,703
2019-09-18 00:00:00+00:00,705
2019-09-20 00:00:00+00:00,707
2019-09-21 00:00:00+00:00,709
2019-09-22 00:00:00+00:00,710
2019-09-23 00:00:00+00:00,713
2019-09-24 00:00:00+00:00,716
2019-09-26 00:00:00+00:00,717
2019-09-27 00:00:00+00:00,718
2019-09-28 00:00:00+00:00,720
2019-09-29 00:00:00+00:00,722
2019-09-30 00:00:00+00:00,724
2019-10-01 00:00:00+00:00,725
2019-10-02 00:00:00+00:00,727
2019-10-03 00:00:00+00:00,728
2019-10-04 00:00:00+00:00,729
2019-10-05 00:00:00+00:00,730
2019-10-06 00:00:00+00:00,733
2019-10-09 00:00:00+00:00,735
2019-10-10 00:00:00+00:00,736
2019-10-12 00:00:00+00:00,737
2019-10-13 00:00:00+00:00,739
2019-10-14 00:00:00+00:00,742
2019-10-15 00:00:00+00:00,745
2019-10-16 00:00:00+00:00,746
2019-10-18 00:00:00+00:00,748
2019-10-19 00:00:00+00:00,749
2019-10-20 00:00:00+00:00,750
2019-10-21 00:00:00+00:00,752
2019-10-23 00:00:00+00:00,753
2019-10-24 00:00:00+00:00,756
2019-10-26 00:00:00+00:00,758
2019-10-28 00:00:00+00:00,759
2019-10-30 00:00:00+00:00,762
2019-10-31 00:00:00+00:00,763
2019-11-02 00:00:00+00:00,765
2019-11-03 00:00:00+00:00,768
2019-11-04 00:00:00+00:00,769
2019-11-06 00:00:00+00:00,771
