time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-20 00:00:00+00:00,2,2,85,18
2022-09-21 00:00:00+00:00,3,3,42,15
2022-09-22 00:00:00+00:00,1,1,43,13
2022-09-23 00:00:00+00:00,1,1,32,9
2022-09-24 00:00:00+00:00,3,3,40,11
2022-09-25 00:00:00+00:00,3,3,48,20
2022-09-26 00:00:00+00:00,1,1,64,14
2022-09-27 00:00:00+00:00,136,3,101,23
2022-09-28 00:00:00+00:00,10,8,36,12
2022-09-29 00:00:00+00:00,2,2,40,14
2022-09-30 00:00:00+00:00,1,1,20,10
2022-10-01 00:00:00+00:00,2,1,66,21
2022-10-02 00:00:00+00:00,1,1,27,10
2022-10-03 00:00:00+00:00,6,6,22,10
