time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-25 00:00:00+00:00,3.0,3.0,48,20
2022-09-26 00:00:00+00:00,1.0,1.0,64,14
2022-09-27 00:00:00+00:00,136.0,3.0,101,23
2022-09-28 00:00:00+00:00,10.0,8.0,36,12
2022-09-29 00:00:00+00:00,2.0,2.0,40,14
2022-09-30 00:00:00+00:00,1.0,1.0,20,10
2022-10-01 00:00:00+00:00,2.0,1.0,66,21
2022-10-02 00:00:00+00:00,1.0,1.0,27,10
2022-10-03 00:00:00+00:00,6.0,6.0,23,11
2022-10-04 00:00:00+00:00,,,32,16
2022-10-05 00:00:00+00:00,,,29,11
2022-10-06 00:00:00+00:00,1.0,1.0,40,12
2022-10-07 00:00:00+00:00,1.0,1.0,46,14
2022-10-08 00:00:00+00:00,2.0,1.0,28,8
