time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-12 00:00:00+00:00,1.0,1.0,49,17
2022-09-13 00:00:00+00:00,1.0,1.0,71,19
2022-09-14 00:00:00+00:00,,,69,17
2022-09-15 00:00:00+00:00,1.0,1.0,48,11
2022-09-16 00:00:00+00:00,2.0,2.0,43,11
2022-09-17 00:00:00+00:00,2.0,2.0,37,16
2022-09-18 00:00:00+00:00,,,17,10
2022-09-19 00:00:00+00:00,151.0,18.0,46,13
2022-09-20 00:00:00+00:00,2.0,2.0,85,18
2022-09-21 00:00:00+00:00,3.0,3.0,42,15
2022-09-22 00:00:00+00:00,1.0,1.0,43,13
2022-09-23 00:00:00+00:00,1.0,1.0,32,9
2022-09-24 00:00:00+00:00,3.0,3.0,40,11
2022-09-25 00:00:00+00:00,3.0,3.0,47,19
