time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-15 00:00:00+00:00,3.0,3.0,40,13
2022-10-16 00:00:00+00:00,1.0,1.0,67,14
2022-10-17 00:00:00+00:00,1.0,1.0,34,16
2022-10-18 00:00:00+00:00,1.0,1.0,25,8
2022-10-19 00:00:00+00:00,,,27,12
2022-10-20 00:00:00+00:00,1.0,1.0,48,11
2022-10-21 00:00:00+00:00,2.0,2.0,34,15
2022-10-22 00:00:00+00:00,,,29,12
2022-10-23 00:00:00+00:00,,,41,12
2022-10-24 00:00:00+00:00,1.0,1.0,21,12
2022-10-25 00:00:00+00:00,3.0,2.0,18,10
2022-10-26 00:00:00+00:00,4.0,4.0,16,12
2022-10-27 00:00:00+00:00,2.0,2.0,32,14
2022-10-28 00:00:00+00:00,1.0,1.0,22,9
