time_iso8601,stars_cumulative
2021-03-06 00:00:00+00:00,168
2021-03-12 00:00:00+00:00,169
2021-03-14 00:00:00+00:00,170
2021-03-23 00:00:00+00:00,171
2021-03-25 00:00:00+00:00,172
2021-03-26 00:00:00+00:00,173
2021-03-30 00:00:00+00:00,174
2021-04-04 00:00:00+00:00,175
2021-04-11 00:00:00+00:00,176
2021-04-13 00:00:00+00:00,177
2021-04-16 00:00:00+00:00,178
2021-04-21 00:00:00+00:00,179
2021-04-22 00:00:00+00:00,180
2021-04-29 00:00:00+00:00,182
2021-05-11 00:00:00+00:00,183
2021-05-22 00:00:00+00:00,184
2021-05-23 00:00:00+00:00,185
2021-05-26 00:00:00+00:00,186
2021-05-29 00:00:00+00:00,187
2021-05-30 00:00:00+00:00,188
2021-06-08 00:00:00+00:00,189
2021-06-18 00:00:00+00:00,190
2021-06-22 00:00:00+00:00,191
2021-06-25 00:00:00+00:00,192
2021-06-28 00:00:00+00:00,194
2021-07-15 00:00:00+00:00,195
2021-07-17 00:00:00+00:00,196
2021-07-23 00:00:00+00:00,197
2021-07-25 00:00:00+00:00,198
2021-08-01 00:00:00+00:00,199
2021-08-03 00:00:00+00:00,200
2021-08-06 00:00:00+00:00,201
2021-08-09 00:00:00+00:00,202
2021-08-11 00:00:00+00:00,203
2021-08-18 00:00:00+00:00,204
2021-08-19 00:00:00+00:00,205
2021-08-20 00:00:00+00:00,206
2021-08-26 00:00:00+00:00,207
2021-08-27 00:00:00+00:00,209
2021-08-28 00:00:00+00:00,210
2021-09-09 00:00:00+00:00,212
2021-09-10 00:00:00+00:00,213
2021-09-20 00:00:00+00:00,214
2021-10-12 00:00:00+00:00,215
2021-10-16 00:00:00+00:00,217
2021-10-23 00:00:00+00:00,218
2021-10-29 00:00:00+00:00,219
2021-10-31 00:00:00+00:00,220
2021-11-01 00:00:00+00:00,221
2021-11-09 00:00:00+00:00,223
2021-11-10 00:00:00+00:00,224
2021-11-12 00:00:00+00:00,225
2021-11-16 00:00:00+00:00,227
2021-11-17 00:00:00+00:00,228
2021-11-20 00:00:00+00:00,229
2021-11-25 00:00:00+00:00,230
2021-11-28 00:00:00+00:00,232
2021-12-15 00:00:00+00:00,233
2021-12-31 00:00:00+00:00,234
2022-01-13 00:00:00+00:00,235
2022-01-18 00:00:00+00:00,236
2022-01-23 00:00:00+00:00,237
2022-01-26 00:00:00+00:00,238
2022-01-29 00:00:00+00:00,240
2022-02-01 00:00:00+00:00,241
2022-02-09 00:00:00+00:00,242
2022-02-10 00:00:00+00:00,243
2022-02-13 00:00:00+00:00,244
2022-02-18 00:00:00+00:00,245
2022-02-22 00:00:00+00:00,246
2022-03-15 00:00:00+00:00,247
2022-03-27 00:00:00+00:00,248
2022-04-09 00:00:00+00:00,249
2022-04-18 00:00:00+00:00,250
2022-05-11 00:00:00+00:00,251
2022-05-13 00:00:00+00:00,252
2022-06-04 00:00:00+00:00,253
2022-06-13 00:00:00+00:00,254
2022-06-23 00:00:00+00:00,255
2022-07-17 00:00:00+00:00,256
2022-07-20 00:00:00+00:00,257
2022-07-29 00:00:00+00:00,258
2022-08-04 00:00:00+00:00,259
2022-08-10 00:00:00+00:00,260
2022-08-28 00:00:00+00:00,261
2022-10-03 00:00:00+00:00,262
2022-10-30 00:00:00+00:00,263
