time_iso8601,forks_cumulative
2021-06-25 00:00:00+00:00,1
2021-09-02 00:00:00+00:00,2
2021-09-23 00:00:00+00:00,3
2021-11-13 00:00:00+00:00,4
2022-01-11 00:00:00+00:00,5
2022-05-14 00:00:00+00:00,6
2022-09-22 00:00:00+00:00,7
2023-01-11 00:00:00+00:00,8
2023-02-08 00:00:00+00:00,9
