time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-03 00:00:00+00:00,15,14,3,2
2025-02-04 00:00:00+00:00,12,12,22,4
2025-02-05 00:00:00+00:00,591,383,33,6
2025-02-06 00:00:00+00:00,563,359,23,6
2025-02-07 00:00:00+00:00,13,12,10,2
2025-02-08 00:00:00+00:00,13,11,24,4
2025-02-09 00:00:00+00:00,387,191,37,6
2025-02-10 00:00:00+00:00,83,80,3,2
2025-02-11 00:00:00+00:00,83,80,35,4
2025-02-12 00:00:00+00:00,12,12,20,4
2025-02-13 00:00:00+00:00,18,17,40,3
2025-02-14 00:00:00+00:00,8,8,47,6
2025-02-15 00:00:00+00:00,259,236,4,3
2025-02-16 00:00:00+00:00,6,6,37,6
