time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-26 00:00:00+00:00,6,6,32,5
2024-06-27 00:00:00+00:00,195,9,94,9
2024-06-28 00:00:00+00:00,185,7,37,3
2024-06-29 00:00:00+00:00,2,2,34,4
2024-06-30 00:00:00+00:00,1,1,5,4
2024-07-01 00:00:00+00:00,5,5,27,1
2024-07-02 00:00:00+00:00,9,9,15,5
2024-07-03 00:00:00+00:00,17,17,55,6
2024-07-04 00:00:00+00:00,5,5,42,5
2024-07-05 00:00:00+00:00,3,3,3,2
2024-07-06 00:00:00+00:00,2,2,5,2
2024-07-07 00:00:00+00:00,3,3,52,6
2024-07-08 00:00:00+00:00,3,3,10,4
2024-07-09 00:00:00+00:00,2,2,4,2
