url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,48,13
/saltyorg/Sandbox,40,23
/saltyorg/Sandbox/blob/master/roles/wikijs/defaults/main.yml,10,3
/saltyorg/Sandbox/blob/4852a8e9ba6ba448855ced8e7f6ad7f1fe23ab5d/roles/znc/defaults/main.yml,10,1
/saltyorg/Sandbox/issues,9,6
/saltyorg/Sandbox/pull/379,7,4
/saltyorg/Sandbox/tree/master/roles/adguardhome,7,2
/saltyorg/Sandbox/blob/master/roles/wikijs/tasks/main.yml,6,2
/saltyorg/Sandbox/tree/master/roles/code_server,6,2
/saltyorg/Sandbox/tree/master/roles/wikijs,6,2
