time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,692,637,59,7
2024-04-10 00:00:00+00:00,1896,896,122,7
2024-04-11 00:00:00+00:00,9,8,26,3
2024-04-12 00:00:00+00:00,227,210,14,4
2024-04-13 00:00:00+00:00,427,234,73,2
2024-04-14 00:00:00+00:00,85,85,7,5
2024-04-15 00:00:00+00:00,21,21,4,2
2024-04-16 00:00:00+00:00,501,296,29,3
2024-04-17 00:00:00+00:00,90,86,20,3
2024-04-18 00:00:00+00:00,15,15,69,9
2024-04-19 00:00:00+00:00,373,355,67,9
2024-04-20 00:00:00+00:00,14,14,80,4
2024-04-21 00:00:00+00:00,8,8,22,2
2024-04-22 00:00:00+00:00,2884,1079,25,6
