time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,539,339,130,6
2024-06-02 00:00:00+00:00,318,297,71,5
2024-06-03 00:00:00+00:00,1227,620,72,7
2024-06-04 00:00:00+00:00,147,136,137,6
2024-06-05 00:00:00+00:00,2244,1127,27,3
2024-06-06 00:00:00+00:00,2119,877,89,7
2024-06-07 00:00:00+00:00,1224,589,88,15
2024-06-08 00:00:00+00:00,373,182,72,4
2024-06-09 00:00:00+00:00,74,72,30,3
2024-06-10 00:00:00+00:00,347,329,13,4
2024-06-11 00:00:00+00:00,77,76,33,4
2024-06-12 00:00:00+00:00,18,13,14,3
2024-06-13 00:00:00+00:00,13,12,19,5
2024-06-14 00:00:00+00:00,11,11,8,4
