time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,655,426,6.0,5.0
2025-11-15 00:00:00+00:00,14,9,14.0,8.0
2025-11-16 00:00:00+00:00,14,12,,
2025-11-17 00:00:00+00:00,13,12,4.0,3.0
2025-11-18 00:00:00+00:00,141,140,28.0,8.0
2025-11-19 00:00:00+00:00,1166,918,32.0,7.0
2025-11-20 00:00:00+00:00,1875,821,22.0,2.0
2025-11-21 00:00:00+00:00,888,476,17.0,4.0
2025-11-22 00:00:00+00:00,78,74,19.0,5.0
2025-11-23 00:00:00+00:00,12,10,12.0,4.0
2025-11-24 00:00:00+00:00,15,12,6.0,2.0
2025-11-25 00:00:00+00:00,279,258,11.0,7.0
2025-11-26 00:00:00+00:00,141,141,26.0,5.0
2025-11-27 00:00:00+00:00,445,250,12.0,6.0
