time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,12,9,1,1
2026-08-13 00:00:00+00:00,1643,811,4,3
2026-08-14 00:00:00+00:00,2352,378,15,5
2026-08-15 00:00:00+00:00,1916,366,2,1
2026-08-16 00:00:00+00:00,2368,627,6,2
2026-08-17 00:00:00+00:00,1464,4,4,2
2026-08-18 00:00:00+00:00,1538,4,2,2
2026-08-19 00:00:00+00:00,2060,290,56,11
2026-08-20 00:00:00+00:00,4583,1799,6,4
2026-08-21 00:00:00+00:00,4222,1756,14,11
2026-08-22 00:00:00+00:00,3835,1175,61,8
2026-08-23 00:00:00+00:00,2142,863,39,5
2026-08-24 00:00:00+00:00,5161,1578,32,5
2026-08-25 00:00:00+00:00,3696,10,19,6
