url_path,views_total,views_unique
/saltyorg/Sandbox,50,23
/saltyorg/Sandbox/tree/master/roles,41,13
/saltyorg/Sandbox/issues,22,10
/saltyorg/Sandbox/pulls,15,7
/saltyorg/Sandbox/commits/master,12,1
/saltyorg/Sandbox/tree/master/scripts,8,3
/saltyorg/Sandbox/tree/master/roles/tdarr_node/tasks,7,1
/saltyorg/Sandbox/blob/c397d80c5c9f4bc115a1d61a8473fa211ee9311d/roles/immich/defaults/main.yml,6,2
/saltyorg/Sandbox/tree/master/roles/tdarr_node,6,1
/saltyorg/Sandbox/tree/master/roles/changedetection,5,1
