url_path,views_total,views_unique
/saltyorg/Sandbox,57,23
/saltyorg/Sandbox/tree/master/roles,44,14
/saltyorg/Sandbox/commits/master,34,2
/saltyorg/Sandbox/issues,20,8
/saltyorg/Sandbox/blob/master/roles/immich/defaults/main.yml,15,4
/saltyorg/Sandbox/pulls,13,5
/saltyorg/Sandbox/blob/c397d80c5c9f4bc115a1d61a8473fa211ee9311d/roles/immich/defaults/main.yml,10,3
/saltyorg/Sandbox/blob/master/roles/immich/tasks/main.yml,10,2
/saltyorg/Sandbox/tree/master/roles/varken,9,1
/saltyorg/Sandbox/tree/master/roles/varken/defaults,8,1
