time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-11 00:00:00+00:00,25,24,1,1
2023-06-12 00:00:00+00:00,97,96,6,1
2023-06-13 00:00:00+00:00,17,16,48,3
2023-06-14 00:00:00+00:00,13,12,21,6
2023-06-15 00:00:00+00:00,78,78,3,1
2023-06-16 00:00:00+00:00,1454,836,4,2
2023-06-17 00:00:00+00:00,236,208,43,7
2023-06-18 00:00:00+00:00,3488,1265,94,7
2023-06-19 00:00:00+00:00,260,253,90,5
2023-06-20 00:00:00+00:00,251,241,20,5
2023-06-21 00:00:00+00:00,79,78,9,4
2023-06-22 00:00:00+00:00,12,11,19,2
2023-06-23 00:00:00+00:00,8,8,2,2
2023-06-24 00:00:00+00:00,10,9,35,3
