time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,427,245,101,7
2023-10-22 00:00:00+00:00,17,16,16,3
2023-10-23 00:00:00+00:00,352,175,49,8
2023-10-24 00:00:00+00:00,1440,717,33,9
2023-10-25 00:00:00+00:00,12,12,47,7
2023-10-26 00:00:00+00:00,12,11,12,4
2023-10-27 00:00:00+00:00,493,316,37,7
2023-10-28 00:00:00+00:00,295,265,33,4
2023-10-29 00:00:00+00:00,291,265,37,7
2023-10-30 00:00:00+00:00,94,93,37,6
2023-10-31 00:00:00+00:00,10,10,65,5
2023-11-01 00:00:00+00:00,561,388,46,6
2023-11-02 00:00:00+00:00,11,10,49,5
2023-11-03 00:00:00+00:00,14,12,18,3
