time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-24 00:00:00+00:00,224,202,70,15
2023-03-25 00:00:00+00:00,155,143,29,8
2023-03-26 00:00:00+00:00,805,387,56,5
2023-03-27 00:00:00+00:00,214,198,15,5
2023-03-28 00:00:00+00:00,526,349,22,8
2023-03-29 00:00:00+00:00,79,76,28,7
2023-03-30 00:00:00+00:00,11,11,20,4
2023-03-31 00:00:00+00:00,79,78,69,9
2023-04-01 00:00:00+00:00,154,139,1,1
2023-04-02 00:00:00+00:00,10,10,3,2
2023-04-03 00:00:00+00:00,11,11,17,3
2023-04-04 00:00:00+00:00,211,193,31,5
2023-04-05 00:00:00+00:00,152,143,40,5
2023-04-06 00:00:00+00:00,14,13,1,1
