url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,86,20
/saltyorg/Sandbox,57,30
/saltyorg/Sandbox/tree/master/roles/glances_web,13,1
/saltyorg/Sandbox/blob/master/roles/dashdot/defaults/main.yml,12,1
/saltyorg/Sandbox/blob/master/roles/glances_web/defaults/main.yml,12,1
/saltyorg/Sandbox/tree/master/roles/glances_web/defaults,11,1
/saltyorg/Sandbox/issues,10,8
/saltyorg/Sandbox/tree/master/roles/homarr/defaults,9,1
/saltyorg/Sandbox/blob/master/sandbox.yml,8,4
/saltyorg/Sandbox/blob/master/roles/paperless_ngx/defaults/main.yml,8,3
