time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-21 00:00:00+00:00,158,149,13,2
2023-11-22 00:00:00+00:00,154,150,6,2
2023-11-23 00:00:00+00:00,82,80,11,3
2023-11-24 00:00:00+00:00,157,148,1,1
2023-11-25 00:00:00+00:00,84,80,50,5
2023-11-26 00:00:00+00:00,702,306,77,7
2023-11-27 00:00:00+00:00,1514,639,42,4
2023-11-28 00:00:00+00:00,83,81,18,5
2023-11-29 00:00:00+00:00,353,172,9,3
2023-11-30 00:00:00+00:00,9,9,34,4
2023-12-01 00:00:00+00:00,11,11,9,4
2023-12-02 00:00:00+00:00,17,15,30,7
2023-12-03 00:00:00+00:00,15,14,9,5
2023-12-04 00:00:00+00:00,84,81,44,7
