time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,457,248,7,5
2025-11-03 00:00:00+00:00,1223,616,21,4
2025-11-04 00:00:00+00:00,41,24,4,2
2025-11-05 00:00:00+00:00,373,345,32,5
2025-11-06 00:00:00+00:00,75,23,9,4
2025-11-07 00:00:00+00:00,218,149,22,6
2025-11-08 00:00:00+00:00,88,77,15,6
2025-11-09 00:00:00+00:00,419,381,8,3
2025-11-10 00:00:00+00:00,181,148,4,4
2025-11-11 00:00:00+00:00,670,438,22,7
2025-11-12 00:00:00+00:00,864,781,24,4
2025-11-13 00:00:00+00:00,15,14,9,3
2025-11-14 00:00:00+00:00,655,426,6,5
2025-11-15 00:00:00+00:00,14,9,13,7
