url_path,views_total,views_unique
/saltyorg/Sandbox,76,30
/saltyorg/Sandbox/tree/master/roles,39,14
/saltyorg/Sandbox/search,14,5
/saltyorg/Sandbox/pull/117,14,4
/saltyorg/Sandbox/commits/master,8,5
/saltyorg/Sandbox/issues,8,5
/saltyorg/Sandbox/blob/4d79f330751940fb977585d9c381e7c328212320/roles/unifi/defaults/main.yml,7,3
/saltyorg/Sandbox/blob/master/roles/recyclarr/tasks/main.yml,7,3
/saltyorg/Sandbox/tree/master/roles/invoiceninjav5/tasks,6,3
/saltyorg/Sandbox/tree/master/roles/recyclarr/tasks,6,3
