time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-24 00:00:00+00:00,724,456,68,10
2025-08-25 00:00:00+00:00,1919,870,19,8
2025-08-26 00:00:00+00:00,185,178,19,6
2025-08-27 00:00:00+00:00,9,9,89,7
2025-08-28 00:00:00+00:00,3776,1612,89,8
2025-08-29 00:00:00+00:00,77,76,24,6
2025-08-30 00:00:00+00:00,9,9,21,5
2025-08-31 00:00:00+00:00,9,9,37,4
2025-09-01 00:00:00+00:00,5986,2222,129,9
2025-09-02 00:00:00+00:00,2493,1162,95,6
2025-09-03 00:00:00+00:00,702,477,27,3
2025-09-04 00:00:00+00:00,2485,1282,36,6
2025-09-05 00:00:00+00:00,10,10,38,3
2025-09-06 00:00:00+00:00,527,485,21,3
