url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,27,12
/saltyorg/Sandbox,24,17
/saltyorg/Sandbox/issues,13,6
/saltyorg/Sandbox/blob/master/roles/nextcloud/defaults/main.yml,7,2
/saltyorg/Sandbox/blob/master/roles/barcodebuddy/defaults/main.yml,6,1
/saltyorg/Sandbox/tree/master/roles/barcodebuddy,6,1
/saltyorg/Sandbox/tree/master/roles/barcodebuddy/defaults,5,1
/saltyorg/Sandbox/issues/358,4,4
/saltyorg/Sandbox/blob/master/roles/flaresolverr/defaults/main.yml,4,3
/saltyorg/Sandbox/tree/master/roles/flaresolverr,4,3
