time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-24 00:00:00+00:00,191,123,65,5
2022-08-25 00:00:00+00:00,1925,754,96,11
2022-08-26 00:00:00+00:00,273,266,25,4
2022-08-27 00:00:00+00:00,15,12,38,7
2022-08-28 00:00:00+00:00,351,214,50,7
2022-08-29 00:00:00+00:00,352,213,11,4
2022-08-30 00:00:00+00:00,3,3,2,2
2022-08-31 00:00:00+00:00,99,98,11,3
2022-09-01 00:00:00+00:00,12,12,1,1
2022-09-02 00:00:00+00:00,599,556,14,6
2022-09-03 00:00:00+00:00,604,253,26,7
2022-09-04 00:00:00+00:00,337,193,22,5
2022-09-05 00:00:00+00:00,343,216,48,4
2022-09-06 00:00:00+00:00,8,8,20,4
