time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,464,261,27,2
2026-04-11 00:00:00+00:00,977,521,9,4
2026-04-12 00:00:00+00:00,484,268,10,5
2026-04-13 00:00:00+00:00,7,6,36,4
2026-04-14 00:00:00+00:00,39,6,11,5
2026-04-15 00:00:00+00:00,727,378,13,5
2026-04-16 00:00:00+00:00,76,71,9,2
2026-04-17 00:00:00+00:00,4,2,16,4
2026-04-18 00:00:00+00:00,73,72,4,1
2026-04-19 00:00:00+00:00,20,10,11,7
2026-04-20 00:00:00+00:00,16,11,9,5
2026-04-21 00:00:00+00:00,100,84,0,0
2026-04-22 00:00:00+00:00,25,14,2,2
2026-04-23 00:00:00+00:00,22,16,7,4
