time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,19,14,2,1
2026-05-29 00:00:00+00:00,150,145,4,1
2026-05-30 00:00:00+00:00,55,43,12,4
2026-05-31 00:00:00+00:00,292,55,0,0
2026-06-01 00:00:00+00:00,399,198,7,4
2026-06-02 00:00:00+00:00,541,334,2,2
2026-06-03 00:00:00+00:00,144,112,9,2
2026-06-04 00:00:00+00:00,17,12,0,0
2026-06-05 00:00:00+00:00,75,41,6,2
2026-06-06 00:00:00+00:00,10,9,10,2
2026-06-07 00:00:00+00:00,77,73,0,0
2026-06-08 00:00:00+00:00,457,255,2,1
2026-06-09 00:00:00+00:00,47,10,0,0
2026-06-10 00:00:00+00:00,103,97,6,3
