time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-11 00:00:00+00:00,4101,1791,37,6
2025-12-12 00:00:00+00:00,21,21,32,8
2025-12-13 00:00:00+00:00,5,5,5,3
2025-12-14 00:00:00+00:00,12,11,19,4
2025-12-15 00:00:00+00:00,599,542,5,2
2025-12-16 00:00:00+00:00,139,137,12,5
2025-12-17 00:00:00+00:00,236,160,3,3
2025-12-18 00:00:00+00:00,2735,390,71,3
2025-12-19 00:00:00+00:00,337,322,17,7
2025-12-20 00:00:00+00:00,4,4,32,4
2025-12-21 00:00:00+00:00,7,7,28,4
2025-12-22 00:00:00+00:00,959,546,62,4
2025-12-23 00:00:00+00:00,7,4,4,4
2025-12-24 00:00:00+00:00,7,7,12,4
