url_path,views_total,views_unique
/saltyorg/Sandbox,28,20
/saltyorg/Sandbox/pulls,22,5
/saltyorg/Sandbox/issues,19,7
/saltyorg/Sandbox/pull/443,18,4
/saltyorg/Sandbox/tree/master/roles,16,11
/saltyorg/Sandbox/blob/601098b3eb501d50028e321287d6b98f6d8c5f6a/roles/minecraft/defaults/main.yml,6,1
/saltyorg/Sandbox/commit/7f077f1307b8d3e06ecb758ff376659109ab07b9,5,3
/saltyorg/Sandbox/issues/444,5,3
/saltyorg/Sandbox/blob/master/roles/maybe_finance/defaults/main.yml,5,2
/saltyorg/Sandbox/tree/master/roles/maybe_finance,5,2
