time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-09 00:00:00+00:00,2,2,87,7
2024-08-10 00:00:00+00:00,192,12,30,4
2024-08-11 00:00:00+00:00,3,3,38,4
2024-08-12 00:00:00+00:00,10,10,27,4
2024-08-13 00:00:00+00:00,6,5,3,2
2024-08-14 00:00:00+00:00,195,17,38,4
2024-08-15 00:00:00+00:00,6,6,19,4
2024-08-16 00:00:00+00:00,15,15,26,5
2024-08-17 00:00:00+00:00,5,5,14,5
2024-08-18 00:00:00+00:00,4,4,117,5
2024-08-19 00:00:00+00:00,6,6,49,6
2024-08-20 00:00:00+00:00,2,2,123,7
2024-08-21 00:00:00+00:00,3,3,26,4
2024-08-22 00:00:00+00:00,4,4,24,5
