time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,6,5,6,4
2026-09-07 00:00:00+00:00,67,63,9,9
2026-09-08 00:00:00+00:00,129,124,8,7
2026-09-09 00:00:00+00:00,904,506,10,10
2026-09-10 00:00:00+00:00,2158,1184,27,7
2026-09-11 00:00:00+00:00,1206,966,46,5
2026-09-12 00:00:00+00:00,707,650,15,2
2026-09-13 00:00:00+00:00,1365,915,8,3
2026-09-14 00:00:00+00:00,559,542,44,4
2026-09-15 00:00:00+00:00,1032,649,30,7
2026-09-16 00:00:00+00:00,1159,592,13,5
2026-09-17 00:00:00+00:00,39,14,27,5
2026-09-18 00:00:00+00:00,443,248,15,5
2026-09-19 00:00:00+00:00,7,4,29,3
