time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,201,196,9,5
2026-01-17 00:00:00+00:00,805,415,5,4
2026-01-18 00:00:00+00:00,372,180,24,8
2026-01-19 00:00:00+00:00,200,194,31,6
2026-01-20 00:00:00+00:00,1647,803,17,5
2026-01-21 00:00:00+00:00,7,6,14,9
2026-01-22 00:00:00+00:00,138,135,10,7
2026-01-23 00:00:00+00:00,335,315,15,7
2026-01-24 00:00:00+00:00,3,3,44,6
2026-01-25 00:00:00+00:00,440,243,46,7
2026-01-26 00:00:00+00:00,2590,699,68,12
2026-01-27 00:00:00+00:00,4503,662,48,9
2026-01-28 00:00:00+00:00,3231,11,15,7
2026-01-29 00:00:00+00:00,3625,380,18,7
