time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-18 00:00:00+00:00,8,8,2,1
2024-12-19 00:00:00+00:00,574,15,28,6
2024-12-20 00:00:00+00:00,3,3,2,2
2024-12-21 00:00:00+00:00,2,2,9,3
2024-12-22 00:00:00+00:00,6,6,27,10
2024-12-23 00:00:00+00:00,4,3,20,4
2024-12-24 00:00:00+00:00,4,4,22,3
2024-12-25 00:00:00+00:00,3,2,48,2
2024-12-26 00:00:00+00:00,2,2,18,4
2024-12-27 00:00:00+00:00,196,6,23,4
2024-12-28 00:00:00+00:00,4,4,14,9
2024-12-29 00:00:00+00:00,8,6,6,2
2024-12-30 00:00:00+00:00,197,11,6,3
2024-12-31 00:00:00+00:00,3,3,30,3
