time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-30 00:00:00+00:00,13,11,47,5
2023-10-01 00:00:00+00:00,10,9,5,3
2023-10-02 00:00:00+00:00,224,221,22,2
2023-10-03 00:00:00+00:00,1275,558,120,8
2023-10-04 00:00:00+00:00,1523,933,20,9
2023-10-05 00:00:00+00:00,772,426,214,12
2023-10-06 00:00:00+00:00,593,400,93,8
2023-10-07 00:00:00+00:00,112,111,10,3
2023-10-08 00:00:00+00:00,964,567,101,10
2023-10-09 00:00:00+00:00,829,466,35,6
2023-10-10 00:00:00+00:00,120,118,72,8
2023-10-11 00:00:00+00:00,92,90,131,4
2023-10-12 00:00:00+00:00,17,16,26,6
2023-10-13 00:00:00+00:00,161,154,35,8
