time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-12 00:00:00+00:00,1783,922,56,6
2022-10-13 00:00:00+00:00,2488,975,105,18
2022-10-14 00:00:00+00:00,1336,573,83,16
2022-10-15 00:00:00+00:00,1083,424,67,10
2022-10-16 00:00:00+00:00,1176,562,58,10
2022-10-17 00:00:00+00:00,307,288,33,5
2022-10-18 00:00:00+00:00,510,334,35,8
2022-10-19 00:00:00+00:00,1653,629,39,9
2022-10-20 00:00:00+00:00,648,334,52,10
2022-10-21 00:00:00+00:00,68,68,15,5
2022-10-22 00:00:00+00:00,43,29,7,3
2022-10-23 00:00:00+00:00,66,63,27,4
2022-10-24 00:00:00+00:00,630,433,21,5
2022-10-25 00:00:00+00:00,305,290,14,7
