time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,413,249,93,6
2023-09-14 00:00:00+00:00,17,14,37,5
2023-09-15 00:00:00+00:00,421,415,6,3
2023-09-16 00:00:00+00:00,2940,1155,186,9
2023-09-17 00:00:00+00:00,3416,1205,115,11
2023-09-18 00:00:00+00:00,3589,1734,180,11
2023-09-19 00:00:00+00:00,166,161,75,8
2023-09-20 00:00:00+00:00,85,83,120,12
2023-09-21 00:00:00+00:00,153,147,49,6
2023-09-22 00:00:00+00:00,818,465,120,10
2023-09-23 00:00:00+00:00,14,14,79,10
2023-09-24 00:00:00+00:00,1008,442,46,9
2023-09-25 00:00:00+00:00,1880,946,109,10
2023-09-26 00:00:00+00:00,1699,826,99,9
