url_path,views_total,views_unique
/saltyorg/Sandbox/tree/master/roles,98,20
/saltyorg/Sandbox,72,38
/saltyorg/Sandbox/tree/master/roles/homeassistant,17,3
/saltyorg/Sandbox/issues,14,8
/saltyorg/Sandbox/tree/master/roles/homeassistant/defaults,14,3
/saltyorg/Sandbox/blob/master/roles/homeassistant/defaults/main.yml,13,3
/saltyorg/Sandbox/blob/master/sandbox.yml,11,5
/saltyorg/Sandbox/pulls,10,5
/saltyorg/Sandbox/blob/master/roles/paperless_ngx/defaults/main.yml,10,3
/saltyorg/Sandbox/tree/master/roles/calibre_web,10,2
